,Date,State,Location,Food,Ingredient,Species,Serotype/Genotype,Status,Illnesses,Hospitalizations,Fatalities
69,1998-01,Multistate,Private Home/Residence,"Eggnog, Homemade",,Salmonella enterica,Enteritidis,Confirmed,4,0.0,0.0
70,1998-01,New York,Restaurant,,,Salmonella enterica,Group D1,Confirmed,3,1.0,0.0
71,1998-01,New York,,"Sausage, Dried",,Salmonella enterica,Group B,Confirmed,2,,
72,1998-01,New York,Catering Service,Unspecified Fruit,,,,,26,0.0,0.0
73,1998-01,North Carolina,Catering Service,,,Norovirus genogroup I,,Suspected,8,,
74,1998-01,Ohio,Restaurant,,,,,,2,0.0,0.0
75,1998-01,Ohio,Restaurant,,,,,,3,0.0,0.0
76,1998-01,Ohio,Restaurant,,,,,,2,0.0,0.0
77,1998-01,Ohio,Restaurant,,,,,,2,0.0,0.0
78,1998-01,Ohio,Restaurant,"Pizza, Pepperoni",,,,,4,,
79,1998-01,Oregon,,,,Shigella boydii,,Confirmed,2,,
80,1998-01,Oregon,,"Homemade Cheese, Unspecified",,Salmonella enterica,Typhimurium,Confirmed,8,0.0,0.0
81,1998-01,Pennsylvania,,"Cake, Unspecified; Ice Cream, Unspecified",,,,,23,0.0,0.0
82,1998-01,Pennsylvania,Restaurant; Catering Service,"Pasta, Unspecified; Meatballs",,Salmonella enterica,Enteritidis,Confirmed,4,2.0,0.0
83,1998-01,Pennsylvania,Restaurant,"Chicken, Unspecified",,,,,16,0.0,0.0
84,1998-01,Pennsylvania,Restaurant,,,,,,17,0.0,0.0
85,1998-01,Texas,,Turkey Salad,,Staphylococcus aureus,,Suspected,218,,
86,1998-01,Virginia,Restaurant,,,,,,13,0.0,0.0
87,1998-01,Washington,Restaurant,,,,,,3,0.0,0.0
88,1998-01,Washington,Restaurant,,,,,,3,0.0,0.0
89,1998-01,Wisconsin,Catering Service,"Beef, Unspecified",,Clostridium perfringens,,Confirmed,34,0.0,0.0
90,1998-02,California,Restaurant,"Enchilada, Chicken",,Salmonella enterica,Enteritidis,Confirmed,10,1.0,0.0
91,1998-02,Colorado,Restaurant,Onion Dip,,Virus,,Suspected,11,,
92,1998-02,Colorado,Restaurant,"Refried Beans, Unspecified; Peppers, Chili",,Clostridium perfringens,,Confirmed,10,0.0,0.0
93,1998-02,Colorado,Restaurant,Cream Cheese,,Virus,,Suspected,6,,0.0
94,1998-02,Connecticut,Restaurant,"French Toast, Unspecified; Shell Eggs, Scrambled Hard",Egg,Salmonella enterica,Enteritidis,Confirmed,10,,
95,1998-02,Connecticut,School/College/University,"Deli Meat, Unspecified",,,,,38,,0.0
96,1998-02,Florida,Restaurant,"Stir-Fry, Unspecified; Lettuce-Based Salads Unspecified",,Norovirus genogroup I,,Suspected,39,0.0,0.0
97,1998-02,Florida,Restaurant,"Pork, Bbq; Beans, Baked",,Clostridium perfringens,,Suspected,3,0.0,0.0
98,1998-02,Florida,,"Hot Dog, Unspecified",,,,,8,0.0,0.0
99,1998-02,Florida,Restaurant,"Beef, Other",,Clostridium perfringens,,Suspected,3,0.0,0.0
100,1998-02,Florida,Restaurant,"Chicken, Buffalo Wings",,,,,6,0.0,0.0
101,1998-02,Florida,Restaurant,"Chicken, Other",,,,,2,1.0,0.0
102,1998-02,Florida,Grocery Store,"Oil, Unspecified",,,,,4,0.0,0.0
103,1998-02,Florida,Catering Service,"Stir-Fry, Unspecified; Caesar Salad",,Norovirus genogroup I,,Suspected,35,1.0,
104,1998-02,Florida,,"Burrito, Unspecified",,Staphylococcus aureus,,Suspected,18,0.0,0.0
105,1998-02,Florida,,"Hot Dog, Unspecified",,,,,2,0.0,0.0
106,1998-02,Florida,Restaurant,,,Staphylococcus aureus,,Suspected,8,0.0,0.0
107,1998-02,Florida,Restaurant; Grocery Store,"Pudding, Chocolate; Salad, Unspecified; Cake, Carrot",,,,,3,0.0,0.0
108,1998-02,Florida,Restaurant,,,,,,5,0.0,0.0
109,1998-02,Florida,Restaurant,"Salmon, Unspecified",,,,,2,0.0,0.0
110,1998-02,Florida,,"Ethnic Style, Unspecified",,Bacillus cereus,,Suspected,4,0.0,0.0
111,1998-02,Florida,Restaurant,"Ethnic Style, Unspecified",,,,,2,0.0,0.0
112,1998-02,Florida,Catering Service,"Rice, Unspecified",,Bacillus cereus,,Suspected,50,1.0,0.0
113,1998-02,Florida,Restaurant,"Tuna Dishes, Unspecified",,,,,2,,0.0
114,1998-02,Florida,Restaurant,"Rice, Unspecified",,Bacillus cereus,,Suspected,43,0.0,0.0
115,1998-02,Florida,Restaurant,"Cream Sauce, Unspecified",,Bacillus cereus,,Suspected,15,0.0,0.0
116,1998-02,Florida,Restaurant,"Ground Beef, Hamburger",,,,,4,0.0,0.0
117,1998-02,Florida,Restaurant,Wine,,,,,3,2.0,0.0
118,1998-02,Florida,Restaurant,"Ground Beef, Hamburger",,,,,3,0.0,0.0
119,1998-02,Illinois,Restaurant,,,,,,33,0.0,0.0
120,1998-02,Indiana,,Macaroni Salad,,Staphylococcus aureus,,Confirmed,101,0.0,0.0
121,1998-02,Indiana,Restaurant,"Crepe, Unspecified",,,,,9,0.0,0.0
122,1998-02,Maryland,Restaurant,,,,,,8,0.0,0.0
123,1998-02,Maryland,Restaurant,,,,,,3,,
124,1998-02,Maryland,Restaurant,"Sandwich, Chicken",,,,,6,,
125,1998-02,Maryland,Restaurant,"Eggs, Unspecified; Biscuits And Gravy",,,,,2,,
126,1998-02,Maryland,Restaurant,,,,,,2,,
127,1998-02,Maryland,Restaurant,,,,,,17,0.0,0.0
128,1998-02,Michigan,Restaurant,"Sandwich, Reuben; Ground Beef, Hamburger",,,,,3,,
129,1998-02,Michigan,Restaurant,"Chicken, Unspecified; Coleslaw",,,,,5,,
130,1998-02,Michigan,Restaurant,"Taco, Unspecified",,,,,5,,
131,1998-02,Michigan,Restaurant,Ice,,,,,4,,
132,1998-02,Michigan,Restaurant,Pita,,,,,8,,
133,1998-02,Michigan,Catering Service,"Chicken, Unspecified",,,,,20,,
134,1998-02,Michigan,Restaurant,"Pizza, Unspecified",,,,,4,0.0,0.0
135,1998-02,Michigan,Restaurant,Unspecified Fish; French Fries,,,,,2,0.0,0.0
136,1998-02,Minnesota,Restaurant; Private Home/Residence,,,Norovirus genogroup I,,Confirmed,13,0.0,0.0
137,1998-02,Minnesota,School/College/University,"Ground Beef, Unspecified",,Clostridium perfringens; Staphylococcus aureus,,Suspected; Suspected,16,0.0,0.0
138,1998-02,Mississippi,Restaurant,,,,,,12,,
139,1998-02,Nebraska,Restaurant,"Steak, Prime Rib; Potato, Baked",,Clostridium perfringens,,Confirmed,45,0.0,0.0
140,1998-02,New Hampshire,Catering Service,,,,,,16,,
141,1998-02,New Jersey,Restaurant,,,Shigella flexneri,Serotype 2 Unspecified,Confirmed,10,6.0,0.0
142,1998-02,New York,Restaurant,,,,,,8,0.0,0.0
143,1998-02,New York,Catering Service,"Egg Salad/Egg Salad Sandwich; Fish, White",,,,,23,,
144,1998-02,New York,Catering Service,,,,,,17,0.0,0.0
145,1998-02,New York,Catering Service,,,,,,17,1.0,0.0
146,1998-02,New York,Catering Service,,,,,,18,,
147,1998-02,New York,Restaurant,"Deli Meat, Multiple",,Yersinia enterocolitica,,Confirmed,9,0.0,0.0
148,1998-02,North Carolina,Catering Service,,,Campylobacter unknown,,Confirmed,9,,
149,1998-02,North Carolina,Restaurant,"Roast Beef, Unspecified",,,,,9,,0.0
150,1998-02,Ohio,Restaurant,"Taco, Beef",,,,,2,1.0,0.0
151,1998-02,Ohio,Restaurant,,,,,,3,0.0,0.0
152,1998-02,Ohio,Restaurant,,,,,,4,,
153,1998-02,Ohio,Catering Service,"Nuts, Unspecified",,,,,25,,
154,1998-02,Ohio,Private Home/Residence,"Shrimp, Unspecified",,,,,2,0.0,0.0
155,1998-02,Ohio,Restaurant,,,,,,2,0.0,0.0
156,1998-02,Ohio,Restaurant,,,,,,3,0.0,0.0
157,1998-02,Ohio,Restaurant,,,,,,4,0.0,0.0
158,1998-02,Ohio,Restaurant,,,,,,4,0.0,0.0
159,1998-02,Ohio,Restaurant,"Chicken, Nuggets/Fingers",,,,,3,1.0,0.0
160,1998-02,Ohio,Restaurant,,,,,,2,0.0,0.0
161,1998-02,Oregon,Private Home/Residence,"Oysters, Fried",Shellfish,,,,4,0.0,0.0
162,1998-02,Oregon,Nursing Home/Assisted Living Facility,,,Norovirus genogroup I,,Suspected,29,2.0,0.0
163,1998-02,Oregon,Restaurant,Caesar Salad,,,,,38,0.0,0.0
164,1998-02,Oregon,Restaurant,Pasta-Based Salads Unspecified,,,,,15,0.0,0.0
165,1998-02,Pennsylvania,Restaurant,"Seafood Soup/Stew, Unspecified; Butter; Soda, Unspecified",,,,,20,0.0,0.0
166,1998-02,Pennsylvania,Restaurant,"Soda, Unspecified; Butter; Seafood, Unspecified",,,,,11,0.0,0.0
167,1998-02,Pennsylvania,Restaurant,"Soup, Other Seafood Chowder; Butter; Soda, Other",,,,,20,0.0,0.0
168,1998-02,Pennsylvania,Restaurant,,,Salmonella enterica,Litchfield,Confirmed,6,2.0,0.0
169,1998-02,Pennsylvania,Restaurant,,,,,,15,0.0,0.0
170,1998-02,Texas,,,,,,,2,,
171,1998-02,Texas,Camp,,,,,,5,,
172,1998-02,Texas,Restaurant,"Soup, Chicken",,Staphylococcus aureus,,Suspected,22,,
173,1998-02,Texas,Restaurant,,,Hepatitis A,,Confirmed,94,,1.0
174,1998-02,Washington,Restaurant,,,,,,4,0.0,0.0
175,1998-02,Washington,Restaurant,,,,,,2,0.0,0.0
176,1998-02,Washington,Restaurant,,,,,,3,0.0,0.0
177,1998-03,Alabama,Restaurant,,,,,,3,2.0,0.0
178,1998-03,Alabama,Restaurant,,,,,,2,0.0,0.0
179,1998-03,Arkansas,Grocery Store,"Chicken, Smoked",Chicken,Streptococcus group A,,Confirmed,4,4.0,
180,1998-03,California,Restaurant,,,Salmonella enterica,Enteritidis,Confirmed,26,,
181,1998-03,California,,"Sausage, Unspecified",,,,,5,1.0,0.0
182,1998-03,California,Restaurant,"Chile Relleno, Unspecified; Rice, Unspecified; Beans, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,4,0.0,0.0
183,1998-03,California,Private Home/Residence,,,,,,7,0.0,0.0
184,1998-03,California,Private Home/Residence,"Ice Cream, Unspecified; Eggs, Other",,Salmonella enterica,Enteritidis,Confirmed,6,1.0,0.0
185,1998-03,California,Private Home/Residence,"Chicken, Unspecified; Rice, Unspecified; Beans, Unspecified",,Clostridium perfringens,,Confirmed,48,0.0,0.0
186,1998-03,California,Restaurant,"Fish, Ahi",,Scombroid toxin,,Confirmed,6,0.0,0.0
187,1998-03,Colorado,Restaurant,,,Virus,,Suspected,23,,
188,1998-03,Florida,Hospital,"Leaf Lettuce, Unspecified",,Norovirus genogroup I,,Suspected,14,,
189,1998-03,Florida,Restaurant,"Salami, Unspecified",,,,,11,0.0,0.0
190,1998-03,Florida,Restaurant,"Taco, Beef",,,,,2,0.0,0.0
191,1998-03,Florida,Restaurant,"Nachos, Unspecified",,Staphylococcus aureus,,Suspected,2,0.0,0.0
192,1998-03,Florida,Restaurant,"Pasta, Unspecified; Chicken, Unspecified",,,,,3,0.0,0.0
193,1998-03,Florida,Restaurant,Multiple Foods,,,,,2,0.0,0.0
194,1998-03,Florida,Restaurant,"Pizza, Meat",,,,,2,2.0,0.0
195,1998-03,Florida,Restaurant,"Chicken, Bbq",,Salmonella enterica,,Suspected,2,0.0,0.0
196,1998-03,Florida,Restaurant,"Beans, Baked",,,,,3,0.0,0.0
197,1998-03,Florida,Restaurant,"Rice, Unspecified; Beans, Unspecified",,,,,2,,0.0
198,1998-03,Florida,Restaurant,"Steak, Other",,,,,2,0.0,0.0
199,1998-03,Florida,Restaurant,"Sandwich, Unspecified; Salad, Unspecified",,Norovirus genogroup I,,Suspected,24,0.0,0.0
200,1998-03,Florida,Restaurant,"Ground Beef, Cheeseburger",,,,,2,0.0,0.0
201,1998-03,Florida,Restaurant,"Pasta, Unspecified; Chicken, Unspecified",,,,,3,1.0,0.0
202,1998-03,Florida,Restaurant,"Pork, Bbq",,Staphylococcus aureus,,Suspected,2,0.0,0.0
203,1998-03,Florida,Restaurant,"Fish, Sole",,,,,4,0.0,0.0
204,1998-03,Florida,Restaurant,"Pork, Bbq",,,,,2,0.0,0.0
205,1998-03,Florida,Restaurant,,,,,,3,2.0,0.0
206,1998-03,Florida,Restaurant,"Oysters, Raw",,,,,2,,0.0
207,1998-03,Florida,,"Sauces, Unspecified",,Bacillus cereus,,Suspected,2,0.0,0.0
208,1998-03,Florida,Restaurant,,,,,,2,0.0,0.0
209,1998-03,Florida,Restaurant,"Chicken, Unspecified",,Salmonella enterica,Enteritidis,Suspected,4,0.0,0.0
210,1998-03,Florida,Restaurant,Ice,,Norovirus genogroup I,,Suspected,7,0.0,0.0
211,1998-03,Florida,Restaurant,"Cream, Unspecified",,,,,2,0.0,0.0
212,1998-03,Florida,Restaurant,"Enchilada, Chicken",,Salmonella enterica,,Suspected,3,0.0,0.0
213,1998-03,Florida,Restaurant,Ice,,Norovirus genogroup I,,Suspected,8,0.0,0.0
214,1998-03,Florida,School/College/University,"Hot Dog, Unspecified",,Salmonella enterica,Enteritidis,Confirmed,2,1.0,0.0
215,1998-03,Florida,Restaurant,"Sandwich, Chicken",,Staphylococcus aureus,,Suspected,3,0.0,0.0
216,1998-03,Florida,Restaurant,,,,,,3,0.0,0.0
217,1998-03,Florida,Restaurant,Coleslaw,,,,,3,0.0,0.0
218,1998-03,Florida,Restaurant,"Steak, Other",,Salmonella enterica,,Suspected,2,0.0,0.0
219,1998-03,Florida,Restaurant,"Rice, Unspecified; Chicken, Unspecified; Beans, Unspecified",,,,,2,0.0,0.0
220,1998-03,Florida,Private Home/Residence,"Cake, Chocolate",,,,,2,0.0,0.0
221,1998-03,Florida,Private Home/Residence,"Bread, Cornbread; Chicken, Unspecified; Ham, Unspecified",,Clostridium perfringens,,Suspected,18,0.0,0.0
222,1998-03,Florida,School/College/University,,,Norovirus genogroup I,,Confirmed,44,0.0,0.0
223,1998-03,Florida,Restaurant,,,Campylobacter unknown,,Confirmed,4,0.0,0.0
224,1998-03,Florida,Restaurant,"Cake, Unspecified; Water; Potato, Unspecified",,,,,4,0.0,0.0
225,1998-03,Hawaii,Private Home/Residence,Unspecified Fish,,Ciguatoxin,,Confirmed,2,0.0,0.0
226,1998-03,Hawaii,Restaurant,"Tart, Fruit",,,,,39,0.0,0.0
227,1998-03,Hawaii,Restaurant,"Fish, Swordfish",,Scombroid toxin,,Confirmed,2,0.0,0.0
228,1998-03,Illinois,Restaurant,,,,,,6,0.0,0.0
229,1998-03,Illinois,Restaurant,Hollandaise Sauce,,Salmonella enterica,Enteritidis,Confirmed,2,0.0,0.0
230,1998-03,Illinois,Restaurant,"Mixed Fruit; Roast Beef, Unspecified",,Norovirus genogroup II,Unknown,Confirmed,103,1.0,0.0
231,1998-03,Illinois,Restaurant,,,,,,3,0.0,0.0
232,1998-03,Illinois,Restaurant,,,,,,9,0.0,0.0
233,1998-03,Maryland,Restaurant,Shrimp Salad,,,,,11,1.0,
234,1998-03,Maryland,Office/Indoor Workplace,,,Hepatitis A,,Confirmed,5,,
235,1998-03,Maryland,Restaurant; Catering Service,"Milkshake; Nachos, Unspecified",,Norovirus genogroup I,,Suspected,26,0.0,0.0
236,1998-03,Maryland,Restaurant,,,,,,3,,
237,1998-03,Maryland,Restaurant,"Other Cheese, Unspecified; French Fries",,,,,3,0.0,0.0
238,1998-03,Maryland,,,,,,,3,0.0,0.0
239,1998-03,Maryland,Restaurant,,,,,,3,0.0,0.0
240,1998-03,Maryland,Restaurant,"Chicken, Unspecified",,,,,2,0.0,0.0
241,1998-03,Massachusetts,Restaurant,,,Salmonella enterica,Typhimurium,Confirmed,6,,
242,1998-03,Michigan,Restaurant,"Chili Sauce, Unspecified; Hot Dog, Unspecified",,,,,3,,
243,1998-03,Michigan,Restaurant,"French Toast, Unspecified; Beef, Jerky",,,,,2,,
244,1998-03,Michigan,Restaurant,"Pizza, Unspecified",,,,,5,,
245,1998-03,Michigan,,,,,,,11,,
246,1998-03,Michigan,Restaurant,"Sushi, Unspecified",,,,,2,0.0,0.0
247,1998-03,Michigan,Restaurant,"Rice, Unspecified; Chicken, Unspecified; Salad, Unspecified",,,,,2,1.0,0.0
248,1998-03,Michigan,,"Shrimp, Unspecified; Caesar Salad",,,,,3,,
249,1998-03,Michigan,Restaurant,"Sandwich, Submarine",,,,,15,0.0,0.0
250,1998-03,Minnesota,Restaurant,Pasta Salad,,Shigella sonnei,,Confirmed,30,1.0,0.0
251,1998-03,Minnesota,Restaurant,"Potato Salad; Vegetable Dip, Unspecified",,,,,7,0.0,0.0
252,1998-03,Minnesota,Restaurant,,,,,,4,0.0,0.0
253,1998-03,New Hampshire,Catering Service,,,,,,12,,
254,1998-03,New Mexico,Restaurant,"Milk, 1% Milk Unpasteurized; Sauces, Unspecified",,Staphylococcus aureus,,Confirmed,20,3.0,0.0
255,1998-03,New York,Restaurant,Multiple Foods,,,,,17,0.0,0.0
256,1998-03,New York,Restaurant,"Chicken, Unspecified",,,,,5,,
257,1998-03,New York,,Multiple Foods,,,,,47,,
258,1998-03,New York,Restaurant,"Salad, Unspecified",,,,,14,0.0,0.0
259,1998-03,New York,Restaurant,,,,,,9,0.0,0.0
260,1998-03,North Carolina,,,,Salmonella enterica,,Confirmed,9,,
261,1998-03,North Carolina,Prison/Jail,"Sandwich, Submarine",,Norovirus genogroup I,,Confirmed,75,,
262,1998-03,Ohio,Restaurant,"Chicken, Fried",,,,,2,0.0,0.0
263,1998-03,Ohio,Private Home/Residence,,,,,,8,1.0,0.0
264,1998-03,Ohio,,,,,,,3,0.0,0.0
265,1998-03,Ohio,,,,,,,5,0.0,0.0
266,1998-03,Ohio,,,,,,,49,0.0,0.0
267,1998-03,Ohio,,,,Salmonella enterica,Typhimurium,Confirmed,7,,
268,1998-03,Ohio,Restaurant,,,,,,5,0.0,0.0
269,1998-03,Ohio,Restaurant,,,,,,7,,0.0
270,1998-03,Ohio,Restaurant,,,,,,2,0.0,0.0
271,1998-03,Ohio,Restaurant,Onion Dip,,,,,3,0.0,0.0
272,1998-03,Ohio,Restaurant,Hollandaise Sauce,,Salmonella enterica,Montevideo,Confirmed,4,1.0,0.0
273,1998-03,Oregon,Restaurant,,,Norovirus genogroup I,,Suspected,28,1.0,0.0
274,1998-03,Oregon,Restaurant,"Chicken, Fried",,Staphylococcus aureus,,Confirmed,5,0.0,0.0
275,1998-03,Pennsylvania,,,,,,,16,0.0,0.0
276,1998-03,Pennsylvania,,,,,,,3,0.0,0.0
277,1998-03,Pennsylvania,Restaurant,"Lettuce, Unspecified",,,,,3,0.0,0.0
278,1998-03,Pennsylvania,Catering Service,Turkey And Stuffing,,Salmonella enterica,Heidelberg,Confirmed,25,1.0,0.0
279,1998-03,Tennessee,,,,,,,48,0.0,0.0
280,1998-03,Texas,,,,Virus,,Suspected,78,,
281,1998-03,Texas,School/College/University,"Sandwich, Unspecified",,Norovirus genogroup II,Unknown,Confirmed,125,60.0,0.0
282,1998-03,Utah,Private Home/Residence,,,Salmonella enterica,Enteritidis,Suspected,7,1.0,0.0
283,1998-03,Virginia,Restaurant,"Pie, Unspecified; Eggs, Other",,Salmonella enterica,Enteritidis,Confirmed,23,5.0,0.0
284,1998-03,Virginia,,,,Virus,,Suspected,28,,
285,1998-03,Virginia,Restaurant,"Rice, Unspecified; Chicken, Unspecified",,,,,8,,
286,1998-03,Virginia,Restaurant,,,Norovirus genogroup I,,Confirmed,56,1.0,0.0
287,1998-03,Washington,Restaurant,"Tuna, Unspecified",,Scombroid toxin,,Confirmed,2,0.0,0.0
288,1998-03,Washington,Restaurant,,,Hepatitis A,,Confirmed,8,0.0,0.0
289,1998-03,Washington,Restaurant,,,,,,2,0.0,0.0
290,1998-03,Washington,Restaurant,,,,,,2,0.0,0.0
291,1998-03,Washington,,,,,,,16,0.0,0.0
292,1998-03,Washington,Restaurant,,,,,,3,6.0,0.0
293,1998-03,Washington,Restaurant,,,,,,8,,
294,1998-03,Washington,Restaurant,,,,,,2,0.0,0.0
295,1998-03,Wisconsin,,,,Norovirus genogroup I,,Confirmed,65,1.0,0.0
296,1998-04,California,,,,,,,15,,
297,1998-04,California,Restaurant,,,Shigella boydii,,Confirmed,72,7.0,0.0
298,1998-04,California,Restaurant,,,,,,19,0.0,0.0
299,1998-04,California,Catering Service,,,,,,11,0.0,0.0
300,1998-04,California,,"Cake, Cheese; Pasta, Unspecified",,,,,39,0.0,0.0
301,1998-04,California,Private Home/Residence,,,Salmonella enterica,Coeln,Confirmed,7,,0.0
302,1998-04,California,Restaurant,"Pizza, Meat",,,,,7,0.0,0.0
303,1998-04,California,Restaurant,"Pate, Unspecified",,Clostridium perfringens,,Confirmed,11,0.0,0.0
304,1998-04,Colorado,Restaurant,"Rice, Unspecified; Beans, Unspecified",,Bacillus cereus,,Suspected,2,,0.0
305,1998-04,Colorado,Catering Service,"Salad, Unspecified",,Virus,,Suspected,11,,0.0
306,1998-04,Colorado,Catering Service,,,Virus,,Suspected,12,,0.0
307,1998-04,Florida,Child Daycare,"Hot Dog, Unspecified",,Norovirus genogroup II,Unknown,Confirmed,40,,
